,iso_o,iso_d,Distw,Comlang,Contig,GDP_d,GDP_o,POP_o,Pop_d,Remotenss,Trade Flow
23704,IRL,VCT,6505.285087,1,0,3687981056,65509400402,10293.66895,6550.94004,16100000,
23705,IRL,VEN,7204.175661,0,0,3065011712,71485871784,11012.40625,7148.587178,16300000,
23706,IRL,VNM,10257.05585,0,0,1.15E+11,95093083411,170043.9219,9509.308341,17400000,
23707,IRL,VUT,15993.4285,1,0,2283102976,1.60E+11,1193.147949,16028.85039,16100000,
23708,IRL,WDEU,,0,0,3.10E+11,10875508465,38042.79297,1087.550847,0,
23709,IRL,WSM,15461.82477,1,0,34237519872,1.54E+11,9054.332031,15439.29129,16200000,
23710,IRL,YAR,,0,0,2.77E+11,60752227926,4889.251953,6075.222793,0,
23711,IRL,YEM,6200.496446,0,0,,60752227926,27.22299957,6075.222793,16500000,
23712,IRL,YMD,,0,0,730413824,63619594307,830.802002,6361.959431,0,
23713,IRL,YUG,2243.013289,0,0,4504142848,21474641525,14769.82422,2147.464153,16900000,
23714,IRL,ZAF,9710.440212,1,0,1.54E+11,94450878792,10573.09961,9445.087879,16600000,
23715,IRL,ZMB,8211.931097,1,0,12963337216,83269017935,6209.876953,8326.901794,16000000,
23716,IRL,ZWE,8748.00841,1,0,8369595904,86861133300,12956.79102,8686.11333,16300000,
23717,IRN,ABW,11939.98329,0,0,3.76E+11,1.19E+11,7824.90918,11864.05977,16300000,
23718,IRN,AFG,1553.816028,1,1,31075221504,16168795937,2048.583008,1616.879594,15500000,
23719,IRN,AGO,6361.974209,0,0,1.65E+11,63650945045,28119.5,6365.094504,16200000,
23720,IRN,ALB,2871.699904,0,0,2053463808,28036696611,6390.851074,2803.669661,16600000,
23721,IRN,ANT,11758.83182,0,0,,1.18E+11,35.47399902,11807.69663,16100000,
23722,IRN,ARE,1178.390029,0,0,60327919616,12801731658,32107.73828,1280.173166,14900000,
23723,IRN,ARG,13881.96079,0,0,2.53E+11,1.38E+11,8363.404297,13777.03761,16300000,
23724,IRN,ARM,908.7886061,0,1,4.89E+11,7831638322,241613.125,783.1638322,18800000,
23725,IRN,AUS,12373.1774,0,0,2032471424,1.29E+11,859.9520264,12908.48334,15500000,
23726,IRN,AUSVIC,,0,0,80976527360,1.26E+11,1765.512939,12610.88793,0,
23727,IRN,AUT,3348.021266,0,0,13861473280,31788651096,6038.306152,3178.86511,17000000,
23728,IRN,AUTHUN,,0,0,1.41E+11,31786096444,17015.04883,3178.609644,0,
23729,IRN,AZE,751.5061578,1,1,,5396360128,20720.60156,539.6360128,22500000,
23730,IRN,BDI,4824.402984,0,0,1.04E+11,49141147634,36036.16016,4914.114763,15900000,
23731,IRN,BEL,4177.172506,0,0,1.85E+11,40816834968,8329.453125,4081.683497,16600000,
23732,IRN,BEN,5856.662494,0,0,1.53E+11,59527747413,5076.731934,5952.774741,15900000,
23733,IRN,BFA,5958.619875,0,0,28508835840,58858298656,10547.09961,5885.829866,16400000,
23734,IRN,BGD,3952.007212,0,0,10356583424,39607263919,26875.91016,3960.726392,16100000,
23735,IRN,BGR,2482.339633,0,0,13115440128,25303965120,13917.43945,2530.396512,15900000,
23736,IRN,BHR,1009.966277,0,0,13282238464,10549351338,65938.71094,1054.935134,15500000,
23737,IRN,BHS,11461.59152,0,0,12616536064,1.14E+11,1331.474976,11377.04691,16300000,
23738,IRN,BIH,3063.117275,0,0,1.34E+11,29452138911,10474.41016,2945.213891,16800000,
23739,IRN,BLR,2814.89668,0,0,,27435955049,159.4400024,2743.595505,16600000,
23740,IRN,BLZ,12849.99898,0,0,25537914880,1.27E+11,7291.436035,12729.80019,16300000,
23741,IRN,BMU,10037.92939,0,0,3.16E+11,99529145989,9378.125977,9952.914599,16300000,
23742,IRN,BOL,13590.99089,0,0,627722560,1.37E+11,89.76999664,13717.87173,16000000,
23743,IRN,BRA,11728.97626,0,0,9.68E+12,1.22E+11,309346.875,12200.61212,15500000,
23744,IRN,BRB,11042.96602,0,0,6897442816,1.10E+11,11896.37988,10977.2401,16300000,
23745,IRN,BRN,7265.699813,0,0,3651527424,73121374088,7581.695801,7312.137409,16100000,
23746,IRN,BWA,7003.827136,0,0,616392064,72272474869,1693.001953,7227.247487,15700000,
23747,IRN,CAF,4757.535585,0,0,239337216,48424432054,103.9469986,4842.443205,15900000,
23748,IRN,CAN,9978.512528,0,0,5768371200,95506244994,3811.102051,9550.624499,16900000,
23749,IRN,CHE,3887.944762,0,0,20326539264,37422956572,45648.52344,3742.295657,16800000,
23750,IRN,CHL,14785.67625,0,0,,1.48E+11,106.2669983,14785.45811,16200000,
23751,IRN,CHN,5864.218368,0,0,38624047104,63810608635,4417.780762,6381.060864,14900000,
23752,IRN,CIV,6576.152058,0,0,15287975936,65787126758,20590.66602,6578.712676,16200000,
23753,IRN,CMR,5226.155526,0,0,6571609600,54070159963,24321.45703,5407.015996,15600000,
23754,IRN,COD,5568.828353,0,0,16339603456,58252981771,1103.685059,5825.298177,15500000,
23755,IRN,COG,5837.321062,0,0,1.48E+11,58233758018,7024.200195,5823.375802,16200000,
23756,IRN,COL,12828.34181,0,0,26071402496,1.28E+11,3374.414063,12791.77586,16200000,
23757,IRN,COM,5259.756402,0,0,5118914048,53395612679,360.8299866,5339.561268,15900000,
23758,IRN,CPV,7733.236867,0,0,5811645952,77007481724,15632.06641,7700.748172,16200000,
23759,IRN,CRI,13215.04826,0,0,14615346176,1.31E+11,5041.995117,13124.62491,16300000,
23760,IRN,CUB,11889.95936,0,0,8536623104,1.19E+11,2690.823975,11866.97621,16200000,
23761,IRN,CUW,,0,0,16104728576,1.18E+11,20131.70703,11807.69663,0,
23762,IRN,CYM,12232.6435,0,0,13061235712,1.21E+11,33149.41797,12136.48992,16300000,
23763,IRN,CYP,1687.424233,0,0,37951451136,16347153010,2943.74707,1634.715301,16700000,
23764,IRN,CZE,3380.113183,0,0,42477015040,33657503025,36114.88672,3365.750303,16200000,
23765,IRN,CZSK,,0,0,1489274368,33657503025,48.56700134,3365.750303,0,
23766,IRN,DEU,3811.35117,0,0,,35075257738,268.0650024,3507.525774,17600000,
23767,IRN,DJI,2734.425237,0,0,9.87E+11,28051622264,142849.4531,2805.162226,15800000,
23768,IRN,DMA,11029.8082,0,0,604465216,1.10E+11,1066.409058,10964.99574,16300000,
23769,IRN,DNK,3853.086403,0,0,88287707136,36715504069,45870.69922,3671.550407,17000000,
23770,IRN,DOM,11470.34553,0,0,3097647104,1.14E+11,1212.458008,11395.95793,16300000,
23771,IRN,DZA,4345.644399,0,0,2.35E+12,42787788366,81797.67188,4278.778837,16400000,
23772,IRN,ECU,13758.04088,0,0,28592289792,1.35E+11,10673.7998,13519.46221,16500000,
23773,IRN,EDEU,,0,0,14642043904,35075257738,14343.52637,3507.525774,0,
23774,IRN,EGY,2013.64469,0,0,1.63E+12,19820677658,200517.5781,1982.067766,16400000,
23775,IRN,ESP,4789.651653,0,0,24694943744,47788337719,24928.50391,4778.833772,16200000,
23776,IRN,EST,3328.866436,0,0,553302912,32668664135,537.6480103,3266.866413,16500000,
23777,IRN,ETH,3124.087492,0,0,6693325824,32319166585,16106.85059,3231.916659,15600000,
23778,IRN,FIN,3521.767017,0,0,3.51E+11,33138458536,9449.212891,3313.845854,17200000,
23779,IRN,FJI,14454.0738,0,0,4924316160,1.45E+11,366.7109985,14483.66366,16100000,
23780,IRN,FLK,14236.79281,0,0,3.70E+11,1.43E+11,75184.32031,14301.42959,16100000,
23781,IRN,FRA,4250.649485,0,0,1.51E+11,42105094498,4576.793945,4210.50945,16300000,
23782,IRN,FRO,5035.452887,0,0,80288210944,49219305190,153405.6094,4921.930519,16500000,
23783,IRN,GAB,5806.549307,0,0,4071119104,58459463480,7753.924805,5845.946348,16100000,
23784,IRN,GBR,4583.81819,0,0,19397588992,43983988408,24234.93945,4398.398841,16900000,
23785,IRN,GBRIND,,0,1,,25452194084,52125.41016,2545.219408,0,
23786,IRN,GBRSOM,,0,0,1.02E+11,28824139892,45706.10156,2882.413989,0,
23787,IRN,GEO,1088.502945,0,0,4.68E+12,8826961360,1344130,882.696136,19900000,
23788,IRN,GHA,6206.437716,0,0,5.58E+11,47852101968,16693.07422,4785.210197,21000000,
23789,IRN,GIB,5095.681862,0,0,1.13E+12,50360433060,1247446,5036.043306,16400000,
23790,IRN,GIN,7059.41871,0,0,665226112,71469756774,87.44100189,7146.975677,16000000,
23791,IRN,GLP,10983.57293,0,0,15841708032,1.09E+11,20604.17188,10942.07068,16200000,
23792,IRN,GMB,7167.800192,0,0,1863408256,71642496818,5908.908203,7164.249682,16200000,
23793,IRN,GNB,7181.273008,0,0,2.18E+11,71720846527,8734.72168,7172.084653,16200000,
23794,IRN,GNQ,5632.000579,0,0,17716418560,56305873310,2059.708984,5630.587331,16200000,
23795,IRN,GRC,2549.240397,0,0,1.80E+11,24696384859,11104.89941,2469.638486,16700000,
23796,IRN,GRD,11286.47312,0,0,49479815168,1.12E+11,15177.28027,11230.14262,16300000,
23797,IRN,GRL,7045.907746,0,0,1163913088,70718536472,495.1589966,7071.853647,16100000,
23798,IRN,GTM,13242.9443,0,0,6174440960,1.31E+11,21678.86719,13137.06968,16300000,
23799,IRN,GUF,11004.69578,0,0,805157696,1.09E+11,179.2779999,10916.39069,16300000,
23800,IRN,GUY,11366.04118,0,0,8195699712,1.13E+11,25016.92188,11298.77254,16300000,
23801,IRN,HKG,6176.702322,0,0,11350926336,61786229963,1577.297974,6178.622996,16200000,
23802,IRN,HND,13014.18565,0,0,7023074816,1.30E+11,1252.404053,12974.48786,16200000,
23803,IRN,HRV,3214.821349,0,0,1.16E+11,31589558595,31867.75781,3158.955859,16500000,
23804,IRN,HTI,11647.07715,0,0,4000225536,1.16E+11,16946.48438,11567.40398,16300000,
23805,IRN,HUN,3039.795572,0,0,96134897664,29656330130,3239.180908,2965.633013,16600000,
23806,IRN,IDN,7394.289209,0,0,1.12E+12,74168806771,34342.78125,7416.880677,16100000,
23807,IRN,IND,2915.65883,0,0,1.55E+11,28032001082,7071.600098,2803.200108,16800000,
23808,IRN,IRL,4959.824554,0,0,6497181184,48191876881,2759.073975,4819.187688,16600000,
23809,IRN,IRQ,742.4937369,0,1,25737885696,6962302234,4600.486816,696.2302234,17200000,
23810,IRN,ISL,5785.927044,0,0,9788360704,56939568920,2089.706055,5693.956892,16400000,
23811,IRN,ISR,1601.575332,0,0,8045718528,15859820973,2904.780029,1585.982097,16300000,
23812,IRN,ITA,3536.223399,0,0,9.29E+11,34125281718,46742.69531,3412.528172,16800000,
23813,IRN,JAM,12034.07124,0,0,84595752960,38294587888,87860.29688,3829.458789,50800000,
23814,IRN,JOR,1515.741168,0,0,16907463680,14884645186,1116.644043,1488.464519,16500000,
23815,IRN,JPN,7542.873855,0,0,4.84E+11,76587354541,73517,7658.735454,15900000,
23816,IRN,KAZ,2347.188925,0,0,1.16E+11,23315085895,20147.52734,2331.508589,16300000,
23817,IRN,KEN,4302.390837,0,0,9013018624,43823103396,13357.00293,4382.31034,15900000,
23818,IRN,KGZ,2160.172603,0,0,927918080,21407071106,329.1929932,2140.707111,16300000,
23819,IRN,KHM,5906.796909,0,0,15235173376,59855995871,1334.790039,5985.599587,16000000,
23820,IRN,KNA,10705.4982,0,0,12646899712,1.09E+11,34260.34375,10926.848,15800000,
23821,IRN,KOR,6677.310471,0,0,353279168,65500484790,715.9719849,6550.048479,16500000,
23822,IRN,KWT,770.0560916,0,0,14885143552,7738856746,68087.375,773.8856746,16100000,
23823,IRN,LAO,5459.85219,0,0,1381036544,53787259379,4530.902832,5378.725938,16400000,
23824,IRN,LBN,1499.713439,0,0,,14661413826,160.4889984,1466.141383,16500000,
23825,IRN,LBR,7064.044186,0,0,1.98E+11,71026178653,29427.63086,7102.617865,16100000,
23826,IRN,LBY,3322.764267,0,0,564383616,35040785370,1749.098999,3504.078537,15300000,
23827,IRN,LCA,11096.78398,0,0,5169896448,1.10E+11,6366.90918,11024.97899,16300000,
23828,IRN,LKA,4213.764307,0,0,,43130045967,33.43500137,4313.004597,15800000,
23829,IRN,LSO,7564.252564,0,0,3.48E+11,76504878882,41655.61719,7650.487888,16000000,
23830,IRN,LTU,3128.845544,0,0,21454110720,29087577476,3681.979004,2908.757748,17400000,
23831,IRN,LUX,4038.366661,0,0,1.62E+12,39416843255,63258.91797,3941.684326,16600000,
23832,IRN,LVA,3220.559978,0,0,40751878144,31182072440,20270,3118.207244,16700000,
23833,IRN,MAC,6130.161133,0,0,1562691584,61297784939,56.88999939,6129.778494,16200000,
23834,IRN,MAR,5307.21627,0,0,312995136,53219603691,71.40200043,5321.960369,16100000,
23835,IRN,MDA,2362.151701,0,0,10753798144,22475373731,750.9180298,2247.537373,17000000,
23836,IRN,MDG,6013.458929,0,0,1.53E+11,60860584518,10557.55957,6086.058452,16000000,
23837,IRN,MDV,4127.563567,0,0,1540847232,41733388032,48.49200058,4173.338803,16000000,
23838,IRN,MEX,13073.68775,0,0,,1.31E+11,20501.16797,13145.08781,16100000,
23839,IRN,MKD,2739.33489,0,0,10417869824,26748995556,399.4429932,2674.899556,16600000,
23840,IRN,MLI,6344.392427,0,0,2720006400,64421211704,280.6019897,6442.12117,15900000,
23841,IRN,MLT,3362.95593,0,0,2139078144,33088148035,82.3259964,3308.814803,16400000,
23842,IRN,MMR,4777.046712,0,0,9.69E+12,48772589138,311718.8438,4877.258914,15800000,
23843,IRN,MNG,4667.075971,0,0,485986528,46868927829,105.0699997,4686.892783,16100000,
23844,IRN,MOZ,6441.334489,0,0,6088881664,48955512824,5807.787109,4895.551282,21300000,
23845,IRN,MRT,6756.162347,0,0,4995624960,68304887465,15226.81348,6830.488746,16000000,
23846,IRN,MTQ,11053.84732,0,0,2.09E+11,1.10E+11,46406.44531,10989.58624,16300000,
23847,IRN,MUS,6150.671779,0,0,8.68E+11,62443660042,22340.02344,6244.366004,15900000,
23848,IRN,MWI,5765.272141,0,0,193663136,58277044391,103.4759979,5827.704439,16000000,
23849,IRN,MYS,6415.50722,0,0,,62949493206,24631.35938,6294.949321,16500000,
23850,IRN,NAM,7287.56858,0,0,26184855552,74181945427,41419.95313,7418.194543,15900000,
23851,IRN,NCL,13577.98499,0,0,,1.36E+11,105.7839966,13635.73207,16100000,
23852,IRN,NER,5193.075453,0,0,29743304704,54899284117,15049.28027,5489.928412,15300000,
23853,IRN,NGA,5545.046228,0,0,1136066176,58657564352,732.2459717,5865.756435,15300000,
23854,IRN,NIC,13160.61998,0,0,2.57E+11,1.31E+11,163770.6719,13084.00376,16300000,
23855,IRN,NLD,4141.795636,0,0,1.57E+11,40647436620,17201.30469,4064.743662,16500000,
23856,IRN,NOR,4158.693231,0,0,11053733888,39541889052,7621.414063,3954.188905,17000000,
23857,IRN,NPL,3254.096654,0,0,9003612160,33093897382,4177.435059,3309.389738,15900000,
23858,IRN,NRU,12343.137,0,0,38852505600,1.23E+11,4280.62207,12320.77024,16200000,
23859,IRN,NZL,15003.85756,0,0,11626512384,1.51E+11,3832.310059,15133.39053,16000000,
23860,IRN,OMN,1459.204318,0,0,1613069696,15113643307,101.935997,1511.364331,15600000,
23861,IRN,OTTO,,0,1,,20380536432,30.61499977,2038.053643,0,
23862,IRN,PAK,1975.594631,0,1,8007442432,19170534125,14593.09863,1917.053412,16700000,
23863,IRN,PAN,13011.98464,0,0,4.18E+11,1.29E+11,28788.4375,12873.88173,16300000,
23864,IRN,PER,14183.04413,0,0,3868279808,1.42E+11,5514.600098,14233.22397,16100000,
23865,IRN,PHL,7375.040521,0,0,3.03E+11,72348572450,,7234.857245,16500000,
23866,IRN,PNG,10995.29492,0,0,3.29E+11,1.11E+11,11047.74414,11134.66659,16000000,
23867,IRN,POL,3202.747922,0,0,21145042944,30136873903,47122.99609,3013.68739,17200000,
23868,IRN,PRK,6482.511644,0,0,,63889159294,56.58000183,6388.915929,16400000,
23869,IRN,PRT,5343.777499,0,0,3.30E+11,52751133551,38063.25391,5275.113355,16400000,
23870,IRN,PRTIND,,0,0,87336665088,31607874608,9971.726563,3160.787461,0,
23871,IRN,PRY,13206.0485,0,0,4877088256,1.33E+11,9779.390625,13261.59363,16100000,
23872,IRN,PYF,17171.56295,0,0,21657315328,1.71E+11,6288.651855,17123.88929,16200000,
23873,IRN,QAT,1097.626107,1,0,62633590784,11575253196,3678.736084,1157.52532,15300000,
23874,IRN,REU,6225.260333,0,0,107889896,63051305355,52.54100037,6305.130535,16000000,
23875,IRN,ROM,2525.420171,0,0,8100168704,23506850621,15639.11523,2350.685062,17400000,
23876,IRN,RUS,2693.441656,0,0,28288765952,24635938583,29339.40039,2463.593858,17700000,
23877,IRN,RWA,4677.589312,0,0,1.71E+11,47371228127,5388.271973,4737.122813,16000000,
23878,IRN,SAU,1525.637966,0,0,,13101965103,10.04300022,1310.19651,18800000,
23879,IRN,SDN,2973.78253,0,0,124765784,29141895352,20.6060009,2914.189535,16500000,
23880,IRN,SEN,7150.979408,0,0,35544723456,71672268258,7348.328125,7167.226826,16100000,
23881,IRN,SGP,6562.233016,0,0,6528418304,66115681773,3927.051025,6611.568177,16100000,
23882,IRN,SHN,8541.289379,0,0,107510624,83084290798,104.6620026,8308.42908,16600000,
23883,IRN,SLB,12256.35271,0,0,,1.23E+11,150.8309937,12286.96371,16100000,
23884,IRN,SLE,7131.690461,0,0,64983011328,71764172438,21942.29688,7176.417244,16100000,
23885,IRN,SLV,13232.06379,0,0,36635443200,1.31E+11,518.3469849,13137.4354,16300000,
23886,IRN,SOM,3539.150973,0,0,11804737536,37951645416,27179.23633,3795.164542,15100000,
23887,IRN,SPM,8452.019916,0,0,32010692608,83515318823,2052.843018,8351.531882,16400000,
23888,IRN,STP,6030.292666,0,0,18127593472,60636358246,1306.014038,6063.635825,16100000,
23889,IRN,SUR,11102.28904,0,0,1.06E+11,1.11E+11,1905.437012,11102.49246,16200000,
23890,IRN,SVK,3099.809114,0,0,1.25E+11,31235972054,16556.59961,3123.597205,16100000,
23891,IRN,SVN,3341.166525,0,0,1.25E+11,32756823081,36717.13281,3275.682308,16500000,
23892,IRN,SWE,3765.084464,0,0,4.35E+11,35600880380,7912.397949,3560.088038,17100000,
23893,IRN,SWZ,7132.879995,0,0,,72267458320,31.72699928,7226.745832,16000000,
23894,IRN,SYC,4407.413678,0,0,4378477568,45022213081,3559.986084,4502.221308,15800000,
23895,IRN,SYR,1353.445756,0,0,149785504,14039270276,174.6459961,1403.927028,15600000,
23896,IRN,TCA,11340.2793,0,0,1.79E+12,1.12E+11,65342.77734,11247.08994,16300000,
23897,IRN,TCD,4438.772075,0,0,24536240,44878531540,9.843999863,4487.853154,16000000,
23898,IRN,TGO,5987.71814,0,0,1.33E+11,60723893515,173669.6406,6072.389352,15900000,
23899,IRN,THA,5435.565084,0,0,6330107392,54532791515,2967.983887,5453.279152,16100000,
23900,IRN,TJK,1660.086531,0,0,,15685538546,9806.669922,1568.553855,17100000,
23901,IRN,TKM,919.6119653,0,1,3998701056,6660789025,10556.42871,666.0789025,22300000,
23902,IRN,TLS,9140.396818,0,0,3791584512,91608814364,37.18899918,9160.881436,16100000,
23903,IRN,TON,15227.67354,0,0,454406240,1.52E+11,52.9980011,15226.84629,16200000,
23904,IRN,TTO,11382.57092,0,0,63269466112,1.13E+11,32531.96484,11310.33293,16300000,
23905,IRN,TUN,3736.981848,0,0,36426072064,36728377215,10027.13965,3672.837722,16500000,
23906,IRN,TUR,1847.302909,0,1,,16931961594,270.8619995,1693.196159,17600000,
23907,IRN,TWN,6701.031832,0,0,2.31E+11,67008622258,66902.96094,6700.862226,16200000,
23908,IRN,TZA,4812.81451,0,0,3162747136,48930336590,11316.35059,4893.033659,15900000,
23909,IRN,UGA,4288.164698,0,0,1.72E+11,43905809331,5183.687988,4390.580933,15800000,
23910,IRN,UKR,2206.659693,0,0,22912120832,23459299629,546.6820068,2345.929963,15200000,
23911,IRN,URY,13559.14081,0,0,15647961088,1.36E+11,6293.763184,13604.20842,16100000,
23912,IRN,USA,11098.35822,0,0,2.68E+11,1.10E+11,8391.642578,11031.09163,16300000,
23913,IRN,USSR,,0,1,1.40E+11,24635938583,94501.23438,2463.593858,0,
23914,IRN,UZB,1658.115417,0,0,8985644032,16689526149,2699.837891,1668.952615,16100000,
23915,IRN,VCT,11174.3789,0,0,1.86E+11,1.11E+11,28572.9707,11106.84623,16300000,
23916,IRN,VEN,11941.75291,0,0,1.47E+11,1.18E+11,83787.63281,11767.37682,16400000,
23917,IRN,VNM,5971.438871,0,0,3786074880,54969260611,85.06900024,5496.926061,17600000,
23918,IRN,VUT,13470.93934,0,0,6838230016,1.35E+11,14255.5918,13547.98111,16100000,
23919,IRN,WDEU,,0,0,37282807808,37673125164,9473,3767.312516,0,
23920,IRN,WSM,15096.85717,0,0,494413088,1.51E+11,241.8760071,15079.24206,16200000,
23921,IRN,YAR,,0,0,4691564544,23728740972,10144.88965,2372.874097,0,
23922,IRN,YEM,2383.910476,0,0,1608163328,23728740972,755.8829956,2372.874097,16200000,
23923,IRN,YMD,,0,0,6550130688,26283544205,2065.887939,2628.35442,0,
23924,IRN,YUG,2856.921333,0,0,19943028736,27956431303,89858.69531,2795.64313,16500000,
23925,IRN,ZAF,7571.687811,0,0,1.42E+11,73077857361,10496.08789,7307.785736,16800000,
23926,IRN,ZMB,5974.285325,0,0,2.13E+11,61836926647,5570.571777,6183.692665,15600000,
23927,IRN,ZWE,6349.460184,0,0,,63313179623,27.90600014,6331.317962,16200000,
23928,IRQ,ABW,11443.27222,0,0,7587295232,1.14E+11,12298.51172,11408.23759,16200000,
23929,IRQ,ADEN,,1,0,2344288000,22870747600,6566.179199,2287.07476,0,
23930,IRQ,AFG,2173.033468,0,0,1627597312,22846158010,4789.567871,2284.615801,15400000,
23931,IRQ,AGO,5831.624484,0,0,7745358336,57298206328,2240.160889,5729.820633,16500000,
23932,IRQ,ALB,2361.794566,0,0,,23365760817,254,2336.576082,16300000,
23933,IRQ,ANT,11255.566,0,0,3.11E+11,1.13E+11,4953.087891,11342.36572,16100000,
23934,IRQ,ARE,1387.964162,1,0,,13828857337,31.06699944,1382.885734,16200000,
23935,IRQ,ARG,13251.43634,0,0,5.57E+11,1.31E+11,244808.25,13080.89643,16400000,
23936,IRQ,ARM,767.0288704,0,0,1574900608,7590953528,2032.949951,759.0953528,16300000,
23937,IRQ,AUS,12875.05253,0,0,1.06E+11,1.34E+11,29759.89063,13395.1981,15500000,
23938,IRQ,AUT,2944.478058,0,0,42402627584,28549419510,3210.00293,2854.941951,16700000,
23939,IRQ,AZE,878.4182526,0,0,9009238016,9246901680,3875,924.690168,15400000,
23940,IRQ,BDI,4396.600049,0,0,11190998016,43766603609,28809.16797,4376.660361,16200000,
23941,IRQ,BEL,3792.866885,0,0,8034597376,37693803130,7001.171875,3769.380313,16300000,
23942,IRQ,BEN,5220.199538,0,0,3464463872,52566708411,64.56400299,5256.670841,16100000,
23943,IRQ,BFA,5314.61289,0,0,43059572736,51967775096,11323.57031,5196.77751,16500000,
23944,IRQ,BGD,4562.344271,0,0,689986496,45807470617,1673.509033,4580.747062,16100000,
23945,IRQ,BGR,2020.348688,0,0,,21104393535,160.8580017,2110.439353,15500000,
23946,IRQ,BHR,986.504542,1,0,3582385664,9898403656,36.53699875,989.8403656,16100000,
23947,IRQ,BHS,11083.06668,0,0,14460593152,1.11E+11,1327.438965,11063.91837,16200000,
23948,IRQ,BIH,2601.804936,0,0,42021720064,25312732136,36918.19141,2531.273214,16600000,
23949,IRQ,BLR,2609.014538,0,0,773400832,26478166161,841.802002,2647.816616,15900000,
23950,IRQ,BLZ,12497.69238,0,0,705228352,1.24E+11,88.15200043,12447.89639,16200000,
23951,IRQ,BMU,9634.820951,0,0,11126372352,96141215534,10510.12207,9614.121553,16200000,
23952,IRQ,BOL,12961.46913,0,0,3224524800,1.31E+11,3683.220947,13074.73657,16000000,
23953,IRQ,BRA,11092.52479,0,0,29935323136,1.15E+11,3385.610107,11506.7099,15600000,
23954,IRQ,BRB,10506.00679,0,0,1.27E+12,1.05E+11,142960.875,10467.97429,16200000,
23955,IRQ,BRN,7860.682206,0,0,2355843328,79058508211,867.3270264,7905.850821,16100000,
23956,IRQ,BWA,6628.562679,0,0,14956311552,67382198777,10078.23828,6738.219878,15900000,
23957,IRQ,CAF,4184.942355,0,0,61115756544,41854038915,5398.383789,4185.403891,16200000,
23958,IRQ,CAN,9804.055191,0,0,475656832,93850461461,187.4340057,9385.046146,16900000,
23959,IRQ,CHE,3451.371462,0,0,7.31E+11,33736039852,120365.2734,3373.603985,16500000,
23960,IRQ,CHL,14152.72411,0,0,27153604608,1.41E+11,3028.11499,14091.80775,16200000,
23961,IRQ,CHN,6486.735566,0,0,18000390144,70764949538,6760.371094,7076.494954,14800000,
23962,IRQ,CIV,5935.165026,0,0,2760124160,58834537972,523.4390259,5883.453797,16300000,
23963,IRQ,CMR,4615.896408,0,0,964547520,47258520492,4079.573975,4725.852049,15800000,
23964,IRQ,COD,5063.941461,0,0,275391520,51843669139,104.3919983,5184.366914,15800000,
23965,IRQ,COG,5282.697553,0,0,4177076992,51819993947,1790.957031,5181.999395,16500000,
23966,IRQ,COL,12319.13028,0,0,14441998336,1.23E+11,6055.208008,12304.42477,16200000,
23967,IRQ,COM,5051.020644,0,0,2832476672,50087927938,620.0789795,5008.792794,16300000,
23968,IRQ,CPV,7115.177118,0,0,1.05E+11,70672674678,4384,7067.267468,16300000,
23969,IRQ,CRI,12784.04565,0,0,9153251328,1.27E+11,319.0140076,12748.9625,16200000,
23970,IRQ,CUB,11505.13178,0,0,1528881024,1.16E+11,377,11577.85742,16100000,
23971,IRQ,CUW,,0,0,3.69E+12,1.13E+11,127817.2734,11342.36572,0,
23972,IRQ,CYM,11841.22459,0,0,,1.18E+11,55.31600189,11810.6794,16200000,
23973,IRQ,CYP,1082.773938,0,0,41163112448,10323005684,9173.082031,1032.300568,17000000,
23974,IRQ,CZE,3012.885631,0,0,7.51E+11,30731226005,49779.44141,3073.122601,15900000,
23975,IRQ,CZSK,,0,0,29001789440,30731226005,7234.099121,3073.122601,0,
23976,IRQ,DEU,3448.86152,0,0,,32608257683,53.23400116,3260.825768,17100000,
23977,IRQ,DJI,2448.016852,1,0,2940517888,24197917048,9790.151367,2419.791705,16400000,
23978,IRQ,DMA,10511.03012,0,0,25014906880,1.05E+11,4591.698242,10479.59296,16200000,
23979,IRQ,DNK,3568.739425,0,0,1.42E+12,34842532493,59379.44922,3484.253249,16600000,
23980,IRQ,DOM,11009.91892,0,0,710272448,1.10E+11,1120.391968,10982.75336,16200000,
23981,IRQ,DZA,3778.035896,1,0,,37380658898,30.93799973,3738.06589,16300000,
23982,IRQ,ECU,13229.51483,0,0,5806155776,1.30E+11,416.2680054,13024.5391,16400000,
23983,IRQ,EDEU,,0,0,1.63E+11,32608257683,7765.799805,3260.825768,0,
23984,IRQ,EGY,1369.557834,1,0,2.60E+11,12946561674,51549.95703,1294.656167,17100000,
23985,IRQ,ESP,4268.735711,0,0,18245722112,42969917436,5106.671875,4296.991744,16100000,
23986,IRQ,EST,3189.377806,0,0,16594231296,32422466375,21119.06445,3242.246638,15900000,
23987,IRQ,ETH,2758.554722,0,0,422000064,27636625964,109.3410034,2763.662596,16100000,
23988,IRQ,FIN,3405.13531,0,0,438659616,33030978824,109.3339996,3303.097882,16700000,
23989,IRQ,FJI,15095.5572,0,0,762640000,1.52E+11,89.06900024,15156.92673,16100000,
23990,IRQ,FLK,13689.23607,0,0,3.14E+11,1.36E+11,,13649.48159,16200000,
23991,IRQ,FRA,3805.23925,0,0,5924803584,38587555868,6473.049805,3858.755587,15900000,
23992,IRQ,FRO,4797.886175,0,0,6608277504,47829498924,5877.03418,4782.949892,16200000,
